"number","title","pageid","namespace","length","touched"
"21522","Simeticone","1098265","","14314","20260318044839"
"21523","Bezant","1098309","","7371","20260502011434"
"21524","Seven_Seas","1098542","","18116","20260429112638"
"21525","Arcade_Fire","1098713","","108575","20260422002412"
"21526","Cyberathlete_Professional_League","1098726","","28733","20260207203934"
"21527","Three_Mountains_of_Dewa","1098843","","8297","20260403035821"
"21528","Tudeh_Party_of_Iran","1099067","","68999","20260417060809"
"21529","Clyde_Crashcup","1099274","","7092","20260224191312"
"21530","Nyankapon-Nyame-Odomankoma","1099363","","12934","20260127025614"
"21531","Ambient_2:_The_Plateaux_of_Mirror","1099451","","9878","20251224030044"
"21532","Protasis","1099564","","1077","20260414181254"
"21533","Regeneron_Science_Talent_Search","1099570","","79441","20260406010306"
"21534","Teeth_blackening","1099707","","28621","20260410092315"
"21535","Colorado_Trading_&_Clothing","1099750","","1708","20231108191836"
"21536","Salem_Prize","1099782","","5153","20251029041359"
"21537","Tyson_Foods","1100202","","95754","20260504102236"
"21538","Outrigger_boat","1100228","","47631","20251231200958"
"21539","Indo–Trinidadians_and_Tobagonians","1100395","","39154","20260425210520"
"21540","List_of_Canadian_plays","1100431","","1621","20231116073442"
"21541","Survivor_syndrome","1100444","","297","20171111060853"
"21542","Medinan_surah","1100450","","5173","20260419150525"
"21543","Holden_Caprice","1100476","","57535","20260409044140"
"21544","Pedigree_collapse","1100499","","15894","20251002033051"
"21545","Emancipation_Day","1100593","","52807","20251222174254"
"21546","Lynx_(Orlando)","1100909","","40725","20260221235951"
"21547","Fernando_Vallejo","1100968","","8977","20250930195814"
"21548","Faux_Cyrillic","1100975","","11048","20260505013245"
"21549","Orangery","1101085","","24290","20260501031811"
"21550","Atorox_Award","1101109","","3777","20250623171707"
"21551","Checkwriter","1101117","","7330","20260401180348"
"21552","Disney_Transport","1101300","","45106","20260501143640"
"21553","Curdling","1101446","","4586","20260103215801"
"21554","Tudor_rose","1101508","","15565","20260417172915"
"21555","Flag_signals","1101547","","9648","20250414062636"
"21556","Media_strategy","1101552","","6431","20250615101513"
"21557","Refugee_law","1101558","","27029","20260331114609"
"21558","Courtesy","1101567","","2925","20250104150233"
"21559","Hanawa","1101714","","4771","20260221143503"
"21560","Culture_of_Greenland","1101876","","13026","20260224015425"
"21561","Fashion_accessory","1102050","","5515","20251008105839"
"21562","Semi-professional_sports","1102335","","8965","20260402090318"
"21563","The_Wire_(magazine)","1102461","","66271","20260508133024"
"21564","Value_judgment","1102521","","5119","20260416130049"
"21565","Music_examination","1103041","","7049","20260205235305"
"21566","Sant_(religion)","1103425","","7409","20260506005930"
"21567","Brainstorm_(1983_film)","1103547","","19594","20260404103123"
"21568","Han_(cultural)","1103594","","35798","20250930144211"
"21569","Lesson_of_the_widow's_mite","1103689","","8693","20260120104750"
"21570","Who's_your_daddy?","1103986","","2674","20260312203150"
"21571","List_of_education_ministries","1104032","","16152","20260421144425"
"21572","Spuds_MacKenzie","1104366","","6008","20260423154458"
"21573","Sorrento_Peninsula","1104439","","3730","20260124201039"
"21574","Square_foot_gardening","1104478","","5813","20260108215944"
"21575","Harkness_Roses","1104546","","7492","20250502172818"
"21576","Fast_mapping","1104562","","37537","20250829160857"
"21577","Australian_Quarantine_and_Inspection_Service","1104574","","5484","20260115085350"
"21578","International_Union_for_the_Protection_of_New_Varieties_of_Plants","1104619","","49645","20260423052011"
"21579","Plant_breeders'_rights","1104639","","23793","20260323053402"
"21580","Paeonia_rockii","1104890","","3090","20260119221152"
"21581","Carnivalesque","1105101","","15436","20260403033339"
"21582","Rivethead","1105118","","18603","20260429162124"
"21583","Orion_(Star_Trek)","1105129","","28911","20260429173723"
"21584","Communist_Party_of_Germany_(Opposition)","1105174","","14694","20260503220222"
"21585","Jacques_Demy","1105344","","15123","20260422154733"
"21586","I_and_Thou","1105355","","13611","20260503200447"
"21587","Bustle","1105396","","12879","20260223031318"
"21588","Kinsey_(film)","1105412","","19161","20260304145508"
"21589","Ten-star_household","1105493","","7860","20260220175301"
"21590","Inclusivism","1105623","","22643","20260424155058"
"21591","Gato_Fedorento","1105624","","9660","20251012211600"
"21592","Eaters_of_the_Dead","1105686","","7696","20260308132506"
"21593","Tall_bike","1105729","","7537","20250915141501"
"21594","Jan_Fabre","1105796","","44155","20260430093603"
"21595","Les_Maîtres_de_l'Affiche","1105806","","10367","20260411023201"
"21596","Malchus","1105894","","5166","20260503134031"
"21597","Ambient_3:_Day_of_Radiance","1106034","","5449","20260324084028"
"21598","The_Cornish_Trilogy","1106228","","4726","20260504141105"
"21599","The_Clan_of_the_Cave_Bear","1106246","","11162","20260508224645"
"21600","Tirumurai","1106253","","25729","20260410155443"
"21601","Ancillary_relief","1106345","","2365","20250813201810"
"21602","Pentyl_butyrate","1106871","","1711","20251207095510"
"21603","Mitten","1107047","","14897","20250723112954"
"21604","Beijing_This_Month","1107198","","2473","20250303060438"
"21605","Newspaper_endorsements_in_the_2004_United_States_presidential_election","1107201","","11891","20240601111947"
"21606","Figaro_chain","1107284","","1863","20251115234634"
"21607","Glossary_of_Canadian_football_terms","1107307","","10746","20260123085452"
"21608","Baldachin","1107326","","16396","20260420203653"
"21609","Solipsis","1107594","","4829","20250429210409"
"21610","Deschooling","1107734","","8144","20251123073630"
"21611","Mások","1107918","","2659","20260408123406"
"21612","Degenerate_music","1107927","","6357","20260217222230"
"21613","Birmabright","1108036","","4138","20251106064617"
"21614","National_Rebirth_of_Poland","1108038","","23567","20260217184155"
"21615","Dracaena_draco","1108048","","15779","20260503005915"
"21616","John_Schorne","1108069","","3067","20240827205727"
"21617","Ohi_Day","1108158","","7029","20260112224320"
"21618","Equal_pay_for_equal_work","1108449","","61400","20260326175849"
"21619","Bjo_Trimble","1108501","","12070","20251025220029"
"21620","PS_Publishing","1108550","","2892","20260317095837"
"21621","Yandro","1108621","","3018","20260305204045"
"21622","Open_economy","1108662","","4107","20251213141421"
"21623","Benin_Bronzes","1108889","","82843","20260506163723"
"21624","Mandarin_Oriental_Hotel_Group","1108898","","15037","20260420151804"
"21625","Poffertjes","1108920","","6471","20260425125138"
"21626","Weapons_of_Mass_Distortion","1109024","","4141","20250613192010"
"21627","List_of_U.S._state_colors","1109151","","21462","20260401175830"
"21628","Gulon","1109304","","1653","20260121102404"
"21629","Cross_burning","1109330","","12571","20251120214443"
"21630","Telemachy","1109484","","8005","20251028144428"
"21631","Purcell_Society","1109540","","2209","20240319045203"
"21632","Historical_colours,_standards_and_guidons","1109714","","18339","20260208201818"
"21633","Khojki_script","1109818","","18651","20260428150343"
"21634","Math_League","1109879","","2027","20250613202442"
"21635","List_of_U.S._state_insects","1109896","","28183","20260311161242"
"21636","Girl_Got_Game","1109907","","17887","20260401023211"
"21637","Trademark_attorney","1109974","","8494","20251115223648"
"21638","October_Sky","1110047","","25844","20260508055024"
"21639","Magnus_Hirschfeld_Medal","1110052","","2407","20260410225219"
"21640","Spruce_beer","1110072","","13973","20260216195011"
"21641","Enfleurage","1110298","","3765","20260129121020"
"21642","Chiang_Kai-shek_Memorial_Song","1110446","","13497","20260107040107"
"21643","Malaysian_Malay","1110596","","22933","20260426040049"
"21644","Muscle_contraction","1110611","","63249","20260319084800"
"21645","Douche_and_Turd","1110641","","8210","20260423172525"
"21646","Copper-clad_steel","1110671","","5048","20260129130019"
"21647","Elbow_grease","1110786","","2183","20250612195925"
"21648","Coregency","1110855","","21564","20260422132101"
"21649","Left_Youth_Solid","1110906","","6176","20251213074858"
"21650","Kasbah","1110917","","14096","20260422003939"
"21651","GRACE_and_GRACE-FO","1111077","","42832","20260301164858"
"21652","Taotao_Mona","1111151","","4431","20260107134047"
"21653","Adopted_child_syndrome","1111281","","3437","20251001234042"
"21654","Lists_of_Playboy_models","1111300","","763","20251229043140"
"21655","Ihram","1111325","","5853","20260323082624"
"21656","Carport","1111491","","8195","20260408071947"
"21657","Form_(horse_racing)","1111587","","2287","20251025111339"
"21658","Milizia_Coloniale","1111635","","3163","20260424074345"
"21659","Torajan_people","1111728","","60282","20260426131941"
"21660",".ec","1111943","","3012","20260320220949"
"21661","Rabindra_Nritya_Natya","1112004","","1648","20251015205406"
"21662","1980_Pennsylvania_Lottery_scandal","1112088","","10773","20260210181136"
"21663","Enkidu","1112309","","27206","20260503144732"
"21664","Ambient_4:_On_Land","1112486","","15063","20260508083803"
"21665","African_philosophy","1112531","","50207","20260506003123"
"21666","Ji_Mantriji","1112538","","5652","20250319211559"
"21667","Literary_magazine","1112586","","26012","20260406192349"
"21668","Drawn_Together","1112855","","33563","20260406093707"
"21669","Seven_Liberal_Arts","1112898","","64","20240514193654"
"21670","Vla","1112987","","2387","20251113111015"
"21671","CNC_wood_router","1112994","","5800","20260225214701"
"21672","Serginho_(footballer,_born_1974)","1112996","","4883","20260210212443"
"21673","Anti-Imperialist_National_Democratic_Front","1113368","","6162","20260502065737"
"21674","Outline_of_poker","1113494","","5248","20251022105730"
"21675","Prasada","1113731","","8695","20260127145416"
"21676","Open-design_movement","1113784","","17983","20260302050623"
"21677","Punk_ideologies","1113966","","38024","20260313233954"
"21678","Rudy_Tomjanovich","1114029","","28975","20260509023131"
"21679","Polygonatum","1114036","","15822","20251122221906"
"21680","List_of_assets_owned_by_Recipe_Unlimited","1114089","","2162","20250121003809"
"21681","Basmala","1114113","","23526","20260415013416"
"21682","Vaticinium_ex_eventu","1114292","","11190","20260205061713"
"21683","Abandoned_child_syndrome","1114309","","7937","20251116210133"
"21684","List_of_nicknames_of_British_Army_regiments","1114590","","73940","20260414073259"
"21685","NEMA_(machine)","1114847","","5170","20260508204420"
"21686","Critical_focus","1114864","","1628","20251025190303"
"21687","Andre_Gunder_Frank","1114866","","17461","20260423180318"
"21688","The_Visitor_(short_story)","1114905","","6577","20250525164449"
"21689","The_Subservient_Chicken","1114983","","9422","20260323122804"
"21690","Ruth_Snyder","1115082","","17489","20260407180742"
"21691","Earth_shoe","1115115","","5832","20251028165650"
"21692","Andrew_Welch_(theatre_producer)","1115223","","1806","20260206073726"
"21693","Administrative_process","1115282","","2683","20251010163503"
"21694","The_Starry_Night","1115370","","47809","20260508060711"
"21695","New_eugenics","1115424","","9468","20260308194820"
"21696","Freedom_Trail","1115490","","7644","20260424002307"
"21697","Slide_(footwear)","1115491","","6380","20260113071858"
"21698","Glass_family","1115535","","8416","20260402211143"
"21699","Carpinus_betulus","1115555","","12703","20251212191340"
"21700","Juglans_nigra","1115575","","44529","20260113205200"
"21701","Seal_of_North_Carolina","1115615","","12765","20251103100534"
"21702","Blood,_toil,_tears_and_sweat","1115633","","10866","20260503053411"
"21703","Christopher_Blizzard","1115652","","2530","20260505192429"
"21704","Annette_Kellerman","1115725","","22183","20260213033329"
"21705","Rejection_of_evolution_by_religious_groups","1115768","","168327","20260320173528"
"21706","Mischief_Night","1115792","","35324","20260425184450"
"21707","Sailormongering","1115948","","3770","20240815105027"
"21708","History_of_creationism","1115961","","86257","20251013082707"
"21709","Tourism_Malaysia","1115967","","6687","20260127221745"
"21710","Transverse_arrowhead","1115977","","1215","20251023212558"
"21711","Histeria!","1116006","","45361","20260502063711"
"21712","Vren_of_Tashir","1116044","","740","20240917084941"
"21713","Genesis_creation_narrative","1116229","","128362","20260427060325"
"21714","International_Potato_Center","1116830","","6517","20260416035102"
"21715","Tragus_piercing","1116939","","2710","20260204133113"
"21716","Ainu_folk_music","1117176","","25357","20251113145617"
"21717","My_Sweet_Lord","1117235","","110251","20260316085748"
"21718","Pickaxe","1117328","","5787","20260501230326"
"21719","The_Twits","1117355","","21266","20260427175143"
"21720","Double_glazing","1117374","","403","20200303145620"
"21721","Filing_cabinet","1117384","","19305","20260430015953"
"21722","International_Standard_Recording_Code","1117386","","8778","20260319202932"
"21723","Verbena","1117409","","21308","20260412182643"
"21724","Vogue_(dance)","1117436","","26662","20260506172220"
"21725","Social_model_of_disability","1117658","","47456","20260427003012"
"21726","Salt-cured_meat","1117868","","139","20230125091235"
"21727","Pan-Arab_colors","1117900","","17735","20260507195009"
"21728","College_Football_Hall_of_Fame","1117944","","40069","20260217160945"
"21729","Greek_art","1117945","","13030","20260412193513"
"21730","Anthotype","1118008","","9417","20260420211922"
"21731","Dubhe","1118081","","17163","20260331145729"
"21732","Herbaceous_border","1118185","","2963","20251017203814"
"21733","Bavarian_Soviet_Republic","1118260","","37463","20260319235515"
"21734","Willamette_Week","1118423","","14974","20260422124641"
"21735","Keiji_Nishitani","1118424","","35845","20260404164044"
"21736","Sports_science","1118651","","18856","20260226135432"
"21737","The_Yes_Men","1118654","","52708","20260427041417"
"21738","Buick_Roadmaster","1118737","","57389","20260425152858"
"21739","Cadillac_Brougham","1118753","","13136","20260426232314"
"21740","List_of_feminist_poets","1118819","","10180","20250802025113"
"21741","Dragon_Magazine_(Fujimi_Shobo)","1118851","","6148","20251125030900"
"21742","Snow_Bowl_(1950)","1119057","","9010","20260315233041"
"21743","No-win_situation","1119090","","5969","20250919001004"
"21744","Ready-to-assemble_furniture","1119111","","7852","20260407024354"
"21745","Château_Lafite_Rothschild","1119145","","13691","20260405132542"
"21746","Master_Hand","1119183","","19497","20260421192709"
"21747","Flag_of_Brittany","1119198","","8341","20250918102028"
"21748","Marceline_Desbordes-Valmore","1119251","","4843","20260429054312"
"21749","Word_of_wisdom","1119629","","3542","20250425153852"
"21750","Gifts_of_healing","1119663","","3132","20241225192312"
"21751","Aurora_Awards","1119678","","8938","20260427005935"
"21752","Jewish_quota","1119797","","17300","20260324222647"
"21753","Swing_revival","1119888","","8196","20260428014520"
"21754","Asterix_in_Britain","1120029","","14702","20260115065952"
"21755","Scroll","1120048","","10398","20260115180121"
"21756","Freeman","1120173","","4261","20251015200636"
"21757","Murphy_bed","1120181","","12683","20260429195723"
"21758","Japanese_war_crimes","1120226","","316627","20260508035312"
"21759","Shutter_priority","1120262","","1915","20230927181337"
"21760","Stopping_down","1120282","","2883","20230423092159"
"21761","Monopod","1120377","","7769","20260130070822"
"21762","Sauerbraten","1120500","","11091","20251217150730"
"21763","Vow_of_poverty","1120603","","62","20230224020024"
"21764","Marvin's_Magic","1120624","","4816","20260405122421"
"21765","Master-at-arms","1120729","","4496","20260315104600"
"21766","Bachelorette","1120743","","3001","20251230173750"
"21767","List_of_anarcho-punk_bands","1121086","","20547","20260422181717"
"21768","Vaughn_Meader","1121130","","22259","20260425131245"
"21769","Crabwalk","1121236","","22566","20260418152800"
"21770","For_Your_Eye_Alone","1121247","","1680","20251102133251"
"21771","Vol_(heraldry)","1121365","","6800","20250607153514"
"21772","Threshing","1121399","","12190","20260305131552"
"21773","Manueline","1121504","","10709","20250909141916"
"21774","Black_Book_of_Carmarthen","1121948","","9584","20260505124050"
"21775","The_Ritz_Hotel,_London","1122155","","80929","20260508074624"
"21776","1961_Italian_Grand_Prix","1122241","","18345","20260329183903"
"21777","Rocking_chair","1122245","","8114","20260104164412"
"21778","The_Coca-Cola_Kid","1122412","","9055","20260219204055"
"21779","Miss_Venezuela","1122431","","246485","20260417232506"
"21780","Tasseography","1122675","","11645","20260408224316"
"21781","Unauthorised_arrival","1122684","","1444","20230804235747"
"21782","Family_Radio","1122887","","41581","20260402214920"
"21783","Expressive_therapies","1122906","","32441","20260507175703"
"21784","1985_South_African_Grand_Prix","1122939","","18620","20260422023338"
"21785","Diffusion_of_innovations","1123434","","82732","20260420201258"
"21786","Cook_Partisan_Voting_Index","1123484","","58131","20260328084956"
"21787","Ontario_Film_Review_Board","1123511","","25606","20260205095748"
"21788","Chhayavad","1123516","","27444","20260328074055"
"21789","Helmet_of_Constantine","1123622","","5400","20250907131451"
"21790","Literary_fiction","1123773","","17888","20260508111543"
"21791","Paulownia","1123819","","21143","20260318083717"
"21792","Ghost_story","1123846","","41381","20260502001637"
"21793","Benjamin_Musaphia","1123879","","8879","20250619225028"
"21794","Worker-communist_Party_of_Iran_–_Hekmatist","1124203","","3697","20260323093954"
"21795","Bulk_confectionery","1124590","","8486","20260315144815"
"21796","I_Got_You_(I_Feel_Good)","1124712","","14942","20260317124608"
"21797","Carlson_(company)","1124730","","13078","20251214165045"
"21798","Tyvek","1124771","","24349","20260204015754"
"21799","The_Death_of_the_Author","1124857","","20378","20260422192613"
"21800","Hip_boot","1125213","","2132","20250423112447"
"21801","National_Lampoon's_Christmas_Vacation","1125221","","35130","20260427144335"
"21802","List_of_common_Chinese_surnames","1125337","","216957","20260328211544"
"21803","Verbena_(fair)","1125362","","3539","20241221074553"
"21804","Bengali_in_Platforms","1125384","","289","20250530113240"
"21805","One-act_play","1125413","","2806","20250501072903"
"21806","Raman_Lamba","1125454","","15828","20251125071324"
"21807","Violette_(name)","1125462","","3070","20250423073631"
"21808","Tekhelet","1125644","","46518","20260319235122"
"21809","Labor_rights","1125669","","40800","20260430230658"
"21810","Voting_bloc","1125761","","8089","20260429222056"
"21811","Pyrography","1125762","","12949","20260409181956"
"21812","Fascist_symbolism","1125811","","26831","20260508042827"
"21813","Flags_of_Salt_Lake_City","1125918","","12401","20260306163323"
"21814","Willamette_Meteorite","1126068","","25267","20260422021918"
"21815","Jazz_bass","1126518","","20291","20260406233012"
"21816","Leading_actor","1126719","","4145","20260507052844"
"21817","Ernst_Gombrich","1126726","","30292","20260414032355"
"21818","Summum_bonum","1126849","","7603","20260214234256"
"21819","Candy_apple","1127111","","7845","20260313011406"
"21820","I_quattro_libri_dell'architettura","1127193","","11928","20260304182807"
"21821","Cufflink","1127239","","12876","20260413163358"
"21822","Setesuyara","1127300","","878","20210325223856"
"21823","Antaboga","1127314","","5621","20250521121104"
"21824","Balinese_mythology","1127330","","10169","20260416110902"
"21825","Chamaecyparis_pisifera","1127361","","7524","20260220072911"
"21826","Frank_Zane","1127497","","13122","20260404220952"
"21827","Originality","1127541","","20986","20260327001510"
"21828","Mise_en_abyme","1127639","","11464","20260424003205"
"21829","T.H.E._Cat","1127670","","16036","20250629021405"
"21830","Kurapaty","1127835","","8392","20260307070353"
"21831","Payasos_en_la_lavadora","1127863","","2885","20250509143633"
"21832","Laicism","1127927","","13671","20260403102702"
"21833","Rahmah_ibn_Jabir_al-Jalhami","1127947","","17479","20260316020200"
"21834","Animal_worship","1128090","","92764","20260413032225"
"21835","Mobilivre","1128095","","1942","20241119154404"
"21836","Kvutza","1128197","","8784","20260505202937"
"21837","Barracks_communism","1128335","","5412","20260321171056"
"21838","Holy_kiss","1128511","","26552","20260322121447"
"21839","Adamites","1128540","","11764","20260319171838"
"21840","Revue_des_deux_Mondes","1128649","","7387","20260427102543"
"21841","Ice_sculpture","1128738","","21449","20250730191315"
"21842","Michael_Aris","1128841","","10167","20260304093758"
"21843","Alicia_Masters","1128998","","17344","20260419130400"
"21844","Substantial_equivalence","1129005","","43065","20260224121748"
"21845","Carmunnock","1129178","","7896","20260129145526"
"21846","Caerdroia","1129234","","5350","20251007030928"
"21847","Cupressus_sempervirens","1129256","","19540","20260428012741"
"21848","Trade_show","1129368","","46162","20260505155934"
"21849","Sociolismo","1129479","","4818","20250928131810"
"21850","Avon_Technologies","1129493","","14064","20260410212030"
"21851","Margaret_Keane","1129625","","24904","20260430183308"
"21852","Anichini_family","1129736","","1752","20250225133035"
"21853","Plate_lunch","1129761","","7057","20260223094041"
"21854","Gimbap","1130380","","24046","20260423032317"
"21855","Disney_pin_trading","1130491","","183","20260212085502"
"21856","Kaifūsō","1130590","","3219","20250718021545"
"21857","National_Election_Pool","1130638","","7988","20260120203532"
"21858","Rover_incident","1130646","","17792","20251022010509"
"21859","The_Messenger:_The_Story_of_Joan_of_Arc","1130769","","37004","20260406163213"
"21860","Atellan_Farce","1130838","","18956","20260107005405"
"21861","Hybrid_library","1130905","","7711","20240827002558"
"21862","Bobobo-bo_Bo-bobo","1130943","","35658","20260423130008"
"21863","Pinch_runner","1131003","","11136","20250907035632"
"21864","The_Dagger_of_Kamui","1131323","","21129","20260319234825"
"21865","Organization_of_Ibero-American_States","1131433","","10409","20260422054518"
"21866","Idu_script","1131490","","6747","20260214144312"
"21867","No_pain,_no_gain","1131652","","15917","20260204211106"
"21868","Logres","1131778","","4037","20260226183225"
"21869","Iranian_People's_Fedai_Guerrillas","1131798","","3581","20260323093650"
"21870","Administrative_License_Suspension","1131836","","6928","20250615093713"
"21871","Raymond_VI,_Count_of_Toulouse","1131899","","18998","20260228020343"
"21872","Art_exhibition","1131934","","27824","20260414124636"
"21873","Adam_Roberts_(British_writer)","1131959","","11814","20251211040148"
"21874","Media_democracy","1132045","","38320","20260326032923"
"21875","M&C!","1132331","","4612","20250716174239"
"21876","Penfolds_Grange","1132434","","16425","20260316090657"
"21877","Sitdown_strike","1132518","","32864","20260323065916"
"21878","Wrangler_(profession)","1132697","","20265","20260207200537"
"21879","James_Maybrick","1132716","","17958","20260407185809"
"21880","Animal_style","1132739","","13425","20251001183404"
"21881","Merak_(star)","1132895","","15636","20260331152139"
"21882","John_Byrne_(playwright)","1132897","","19879","20260502224608"
"21883","Cocoliche","1132957","","9279","20251113152402"
"21884","Gunsmith_Cats","1132993","","46878","20260509115040"
"21885","Bengali_language_movement","1133033","","66395","20260505151226"
"21886","Video_game_artist","1133087","","113","20240613003039"
"21887","The_Power_of_Nightmares","1133403","","46148","20260329100748"
"21888","Whac-A-Mole","1133487","","19847","20260426234804"
"21889","Izumo_no_Okuni","1133674","","12348","20260429022957"
"21890","Friend_of_Dorothy","1133682","","35014","20260224215747"
"21891","Dragon_Knights","1133705","","29750","20260222224604"
"21892","FashionTV","1133803","","14223","20260425115301"
"21893","Around_the_World_in_80_Days_(1956_film)","1133816","","41179","20260506115413"
"21894","Mass_media_in_Australia","1133875","","23544","20260209041635"
"21895","Soap_Opera_Magazine","1133905","","3094","20260312165206"
"21896","List_of_Baroque_architecture","1134129","","9305","20240213201342"
"21897","In_the_Realm_of_the_Senses","1134154","","23275","20260425044812"
"21898","Posterization","1134173","","6780","20250909210605"
"21899","Social_web","1134191","","40171","20260424112220"
"21900","Bata_Shoe_Museum","1134264","","29961","20260508132726"
"21901","Recess_(break)","1134265","","38292","20260504131852"
"21902","Corsage","1134268","","17086","20260117040623"
"21903","Seal_of_Seattle","1134270","","3525","20260121085313"
"21904","Flag_of_Seattle","1134280","","9445","20250527022422"
"21905","Geary_Act","1134285","","20309","20260206040136"
"21906","Department_of_Canadian_Heritage","1134344","","37164","20260325141829"
"21907","Body_of_Christ","1134350","","22883","20260416153648"
"21908","Lexicographic_error","1134388","","3582","20260109213459"
"21909","Heteromeles","1134446","","18181","20251221021519"
"21910","Sister_Fidelma_mysteries","1134568","","47596","20260428081549"
"21911","Olsok","1134595","","5497","20260125090453"
"21912","Tea_cosy","1134669","","8229","20251119103751"
"21913","Envious","1134718","","81","20180110225011"
"21914","Stoolball","1134836","","17958","20260409211232"
"21915","Door_furniture","1134865","","7099","20260405225025"
"21916","Toilet_roll_holder","1134910","","24483","20260104092329"
"21917","Creation_and_evolution_in_public_education","1135075","","57553","20260506182740"
"21918","Jonathan_Sacks,_Baron_Sacks","1135086","","68935","20260408193736"
"21919","Bicorne","1135183","","16509","20260330230618"
"21920","Circus_Juventas","1135226","","63004","20260426010305"
"21921","Slug_and_Lettuce_(fanzine)","1135262","","4693","20251109022450"
"21922","Last_Hours","1135334","","10226","20260426200304"
"21923","The_Canadian_Sweethearts","1135490","","7499","20250907193532"
"21924","Hardiness_(plants)","1135529","","11019","20260403220113"
"21925","Victor_Studios","1135585","","2935","20251119215857"
"21926","Running_the_aisles","1135763","","2665","20260211114931"
"21927","Refrigerator_car","1135781","","51027","20260421203437"
"21928","Galileo_Galilei_(opera)","1135808","","7376","20251109213711"
"21929","Prodrazverstka","1135920","","10511","20251105033826"
"21930","Visionaries:_Knights_of_the_Magical_Light","1136039","","42703","20260329130650"
"21931","Cröonchy_Stars","1136133","","3639","20240414140530"
"21932","Mihbaj","1136137","","628","20251215093425"
"21933","Software_patent_debate","1136198","","31755","20260218035651"
"21934","Scrimshaw","1136223","","14788","20260201052733"
"21935","Rubenstein's_Revenge","1136270","","3493","20260503122301"
"21936","Fireworks_Regulations_2004","1136301","","208","20250713084550"
"21937","Gamelan_Gadhon","1136315","","5335","20250813015753"
"21938","Gough_Island","1136465","","44077","20260321221250"
"21939","Pipe_cleaner","1136493","","8574","20260405003315"
"21940","Disney_Dollars","1136546","","6502","20250131102055"
"21941","The_Demon_Ororon","1136577","","13057","20260215203732"
"21942","The_Perfect_Matrimony","1136584","","5377","20260421212000"
"21943","Comparison_of_American_and_Canadian_football","1136585","","101793","20260428074715"
"21944","Raoul_Duke","1136765","","9716","20260218210131"
"21945","A_Game_at_Chess","1136819","","31596","20250712192818"
"21946","The_Philosophers'_Football_Match","1136841","","9712","20260223232959"
"21947","Satyagraha_(opera)","1137035","","12649","20260428162014"
"21948","Pocketknife","1137210","","33121","20260406065932"
"21949","Livingston_Island","1137217","","75985","20260507070901"
"21950","Shape_coding","1137250","","461","20200110132607"
"21951","Campbell_Island,_New_Zealand","1137266","","35197","20251229214923"
"21952","Hobble_skirt","1137326","","27980","20260411141959"
"21953","Kustom_Kulture","1137338","","7484","20250806173448"
"21954","Kugelmugel","1137384","","9817","20260320110312"
"21955","Hunaland","1137689","","1449","20250813191742"
"21956","Noaidi","1137789","","9090","20260205105636"
"21957","Kyū","1137816","","10237","20260319200114"
"21958","International_Standard_Music_Number","1137868","","6124","20260421205106"
"21959","Udmurt_language","1137924","","29611","20260218234231"
"21960","Cord_blood_bank","1137927","","23609","20251231073635"
"21961","Foot_gymnastics","1137930","","1246","20260114154201"
"21962","Screenwriting","1137997","","55565","20260430043752"
"21963","Cambia_(non-profit_organisation)","1137998","","15015","20260413012340"
"21964","The_Society_of_the_Spectacle","1138011","","21786","20260322031051"
"21965","Bachelor_of_Mathematics","1138100","","6370","20260331005053"
"21966","Deaf_Child_Worldwide","1138112","","644","20260314090533"
"21967","Committees_of_correspondence","1138115","","43771","20260508083303"
"21968","Tenth_Army_(United_Kingdom)","1138141","","5815","20250314234716"
"21969","Grunge_speak","1138148","","10200","20260419164939"
"21970","Sciri","1138156","","28713","20260415054516"
"21971","Noroc","1138204","","3177","20251105003038"
"21972","Irish_folk_music_(1990–1999)","1138249","","3652","20250709225927"
"21973","Folk_club","1138266","","17831","20260307171237"
"21974","Bindi","1138406","","28161","20260428194712"
"21975","Decorative_arts","1138526","","13451","20260501220834"
"21976","Swing_(politics)","1138550","","9252","20260219215657"
"21977","Chlamys","1138600","","7706","20250614122645"
"21978","Victor_Renquist","1138762","","3007","20260409142111"
"21979","Football_hooliganism","1138884","","235087","20260321234617"
"21980","Shamo_(manga)","1138959","","23513","20250904160045"
"21981","Asuka_Langley_Soryu","1138988","","131170","20260422201133"
"21982","Holy_Roller_(American_football)","1138992","","18308","20260112140624"
"21983","Fruit_sours","1139002","","1526","20260324115810"
"21984","Mihail_Manoilescu","1139063","","34775","20260405175733"
"21985","Prince_Charming","1139199","","10306","20260505040611"
"21986","Private_good","1139275","","4771","20260202064843"
"21987","Africanization","1139419","","5800","20260213123957"
"21988","Deutscher_Michel","1139527","","5745","20251214010029"
"21989","List_of_chairs","1139538","","63780","20260211151624"
"21990","History_of_the_chair","1139545","","27587","20260423180559"
"21991","Agricultural_show","1139577","","20434","20260202081318"
"21992","Censorship_in_the_Republic_of_Ireland","1139618","","70091","20260414153853"
"21993","Cedrus_deodara","1139661","","16902","20260415115300"
"21994","The_Hunger_(1983_film)","1139763","","21172","20260430095046"
"21995","Hero_and_Leander_(poem)","1139804","","6835","20260427025910"
"21996","Papal_Mass","1140013","","15310","20251226013954"
"21997","Origo_(pragmatics)","1140269","","1185","20250823190154"
"21998","Merlion","1140286","","30298","20260430213429"
"21999","World_Toilet_Day","1140356","","38860","20260505151432"
"22000","Tremella_fuciformis","1140453","","14675","20260412134411"
